global_prompt_index,source_file,class_index,class_name,prompt_index,clip_token_count_with_special,clip_content_token_count,raw_prompt_text,encoded_prompt_text,clip_token_ids_nonzero
385,ucf_manual_class_prompts_5x_v4.json,7,Fighting,0,12,10,two groups mutually exchanging punches in a brawl,fighting two groups mutually exchanging punches in a brawl,49406 4652 1237 6776 17574 769 47760 35279 530 320 26066 49407
386,ucf_manual_class_prompts_5x_v4.json,7,Fighting,1,11,9,multiple participants striking each other during mutual combat,fighting multiple participants striking each other during mutual combat,49406 4652 6470 10237 13392 2416 1010 1590 15055 9275 49407
387,ucf_manual_class_prompts_5x_v4.json,7,Fighting,2,11,9,opponents separating and reengaging in group fighting,fighting opponents separating and reengaging in group fighting,49406 4652 19664 43480 537 515 13060 530 1771 4652 49407
388,ucf_manual_class_prompts_5x_v4.json,7,Fighting,3,11,9,several combatants grappling and swinging simultaneously,fighting several combatants grappling and swinging simultaneously,49406 4652 5560 35083 1589 30843 1358 537 26760 28575 49407
389,ucf_manual_class_prompts_5x_v4.json,7,Fighting,4,12,10,two sides clashing back and forth in public,fighting two sides clashing back and forth in public,49406 4652 1237 7578 940 1743 893 537 11932 530 2122 49407
390,ucf_manual_class_prompts_5x_v4.json,8,RoadAccidents,0,13,11,vehicles colliding at an intersection on the roadway,roadAccidents vehicles colliding at an intersection on the roadway,49406 4370 22072 8361 8262 796 536 550 19210 525 518 42744 49407
391,ucf_manual_class_prompts_5x_v4.json,8,RoadAccidents,1,13,11,a car striking a pedestrian or cyclist on road,roadAccidents a car striking a pedestrian or cyclist on road,49406 4370 22072 320 1615 13392 320 18256 541 20686 525 1759 49407
392,ucf_manual_class_prompts_5x_v4.json,8,RoadAccidents,2,12,10,a motorbike sliding across a lane after collision,roadAccidents a motorbike sliding across a lane after collision,49406 4370 22072 320 33341 21468 2500 320 3980 953 15407 49407
393,ucf_manual_class_prompts_5x_v4.json,8,RoadAccidents,3,12,10,vehicles swerving before colliding in traffic,roadAccidents vehicles swerving before colliding in traffic,49406 4370 22072 8361 30514 903 1348 8262 796 530 3399 49407
394,ucf_manual_class_prompts_5x_v4.json,8,RoadAccidents,4,12,10,a crashed vehicle blocking lanes after roadway impact,roadAccidents a crashed vehicle blocking lanes after roadway impact,49406 4370 22072 320 16638 5299 12652 10345 953 42744 3844 49407
395,ucf_manual_class_prompts_5x_v4.json,9,Robbery,0,12,10,a threatening person demanding valuables from a victim,robbery a threatening person demanding valuables from a victim,49406 16393 320 16400 2533 17099 6291 8486 633 320 9133 49407
396,ucf_manual_class_prompts_5x_v4.json,9,Robbery,1,11,9,a victim handing belongings during close intimidation,robbery a victim handing belongings during close intimidation,49406 16393 320 9133 19196 16453 895 1590 2660 49258 49407
397,ucf_manual_class_prompts_5x_v4.json,9,Robbery,2,12,10,a robber confronting someone and taking personal items,robbery a robber confronting someone and taking personal items,49406 16393 320 35545 20033 694 2100 537 2019 4121 6207 49407
398,ucf_manual_class_prompts_5x_v4.json,9,Robbery,3,11,9,a weapon used to force a property handover,robbery a weapon used to force a property handover,49406 16393 320 10537 2026 531 2869 320 5043 46922 49407
399,ucf_manual_class_prompts_5x_v4.json,9,Robbery,4,12,10,a victim backing away while valuables are taken,robbery a victim backing away while valuables are taken,49406 16393 320 9133 14935 1520 1519 6291 8486 631 2807 49407
400,ucf_manual_class_prompts_5x_v4.json,10,Shooting,0,11,9,an armed person aiming and firing a firearm,shooting an armed person aiming and firing a firearm,49406 3992 550 8202 2533 21768 537 15105 320 40311 49407
401,ucf_manual_class_prompts_5x_v4.json,10,Shooting,1,13,11,a visible muzzle flash from a discharged gun,shooting a visible muzzle flash from a discharged gun,49406 3992 320 8626 670 7873 5815 633 320 22671 3480 3496 49407
402,ucf_manual_class_prompts_5x_v4.json,10,Shooting,2,10,8,a shooter raising a gun before firing,shooting a shooter raising a gun before firing,49406 3992 320 13645 6883 320 3496 1348 15105 49407
403,ucf_manual_class_prompts_5x_v4.json,10,Shooting,3,12,10,a person firing a handgun in surveillance footage,shooting a person firing a handgun in surveillance footage,49406 3992 320 2533 15105 320 1722 3496 530 15578 11130 49407
404,ucf_manual_class_prompts_5x_v4.json,10,Shooting,4,12,10,an armed shooter discharging a weapon toward people,shooting an armed shooter discharging a weapon toward people,49406 3992 550 8202 13645 22671 3905 320 10537 8508 1047 49407
405,ucf_manual_class_prompts_5x_v4.json,11,Shoplifting,0,13,11,a shopper concealing merchandise inside clothing or bag,shoplifting a shopper concealing merchandise inside clothing or bag,49406 5738 10857 320 24346 9145 5169 16808 2912 7425 541 3365 49407
406,ucf_manual_class_prompts_5x_v4.json,11,Shoplifting,1,13,11,a person hiding a retail item while browsing shelves,shoplifting a person hiding a retail item while browsing shelves,49406 5738 10857 320 2533 11371 320 6455 8532 1519 29318 16225 49407
407,ucf_manual_class_prompts_5x_v4.json,11,Shoplifting,2,12,10,store goods disappearing beneath a jacket while shopping,shoplifting store goods disappearing beneath a jacket while shopping,49406 5738 10857 2183 9340 35819 16850 320 6164 1519 4266 49407
408,ucf_manual_class_prompts_5x_v4.json,11,Shoplifting,3,13,11,a shopper slipping merchandise into a bag in aisle,shoplifting a shopper slipping merchandise into a bag in aisle,49406 5738 10857 320 24346 36301 16808 1095 320 3365 530 26917 49407
409,ucf_manual_class_prompts_5x_v4.json,11,Shoplifting,4,12,10,a customer exiting retail space with concealed merchandise,shoplifting a customer exiting retail space with concealed merchandise,49406 5738 10857 320 5102 39577 6455 2138 593 35419 16808 49407
410,ucf_manual_class_prompts_5x_v4.json,12,Stealing,0,12,10,a person taking an unattended bag and leaving,stealing a person taking an unattended bag and leaving,49406 14242 320 2533 2019 550 569 8140 3365 537 5216 49407
411,ucf_manual_class_prompts_5x_v4.json,12,Stealing,1,13,11,a thief lifting a phone or package from public space,stealing a thief lifting a phone or package from public space,49406 14242 320 18508 10857 320 1951 541 7053 633 2122 2138 49407
412,ucf_manual_class_prompts_5x_v4.json,12,Stealing,2,12,10,a suspect carrying property while the owner is distracted,stealing a suspect carrying property while the owner is distracted,49406 14242 320 9065 9920 5043 1519 518 5019 533 24049 49407
413,ucf_manual_class_prompts_5x_v4.json,12,Stealing,3,14,12,a person pocketing an unattended item and walking away,stealing a person pocketing an unattended item and walking away,49406 14242 320 2533 13232 15951 550 569 8140 8532 537 3941 1520 49407
414,ucf_manual_class_prompts_5x_v4.json,12,Stealing,4,12,10,a thief removing a bicycle after handling its lock,stealing a thief removing a bicycle after handling its lock,49406 14242 320 18508 18504 320 11652 953 14071 902 4381 49407
415,ucf_manual_class_prompts_5x_v4.json,13,Vandalism,0,11,9,a person spraying paint across a wall surface,vandalism a person spraying paint across a wall surface,49406 45664 320 2533 39224 5185 2500 320 2569 7744 49407
416,ucf_manual_class_prompts_5x_v4.json,13,Vandalism,1,11,9,someone scratching a parked vehicle with a tool,vandalism someone scratching a parked vehicle with a tool,49406 45664 2100 44617 320 16487 5299 593 320 5999 49407
417,ucf_manual_class_prompts_5x_v4.json,13,Vandalism,2,10,8,a person repeatedly kicking a public fixture,vandalism a person repeatedly kicking a public fixture,49406 45664 320 2533 26630 7802 320 2122 17317 49407
418,ucf_manual_class_prompts_5x_v4.json,13,Vandalism,3,13,11,a vandal hitting a sign until it bends,vandalism a vandal hitting a sign until it bends,49406 45664 320 11691 566 7957 320 2292 1942 585 65 1339 49407
419,ucf_manual_class_prompts_5x_v4.json,13,Vandalism,4,11,9,a person marking property with deliberate graffiti strokes,vandalism a person marking property with deliberate graffiti strokes,49406 45664 320 2533 14705 5043 593 38271 11676 26595 49407
420,ucf_manual_class_prompts_5x_v5.json,0,Normal,0,14,12,normal daily activity with people walking calmly in public areas,normal normal daily activity with people walking calmly in public areas,49406 5967 5967 2873 6206 593 1047 3941 34990 597 530 2122 5429 49407
421,ucf_manual_class_prompts_5x_v5.json,0,Normal,1,12,10,ordinary people and vehicles moving in a regular environment,normal ordinary people and vehicles moving in a regular environment,49406 5967 8012 1047 537 8361 3584 530 320 6307 5501 49407
422,ucf_manual_class_prompts_5x_v5.json,0,Normal,2,11,9,people shopping or standing normally without unusual activity,normal people shopping or standing normally without unusual activity,49406 5967 1047 4266 541 2862 15870 2193 12613 6206 49407
423,ucf_manual_class_prompts_5x_v5.json,0,Normal,3,11,9,a normal street scene with everyday human activity,normal a normal street scene with everyday human activity,49406 5967 320 5967 2012 3562 593 5160 2751 6206 49407
424,ucf_manual_class_prompts_5x_v5.json,0,Normal,4,10,8,routine activities occurring in a public place,normal routine activities occurring in a public place,49406 5967 12319 6514 31335 530 320 2122 1445 49407
425,ucf_manual_class_prompts_5x_v5.json,1,Abuse,0,16,14,physical abuse where one person repeatedly hurts another person in a close environment,abuse physical abuse where one person repeatedly hurts another person in a close environment,49406 7678 6671 7678 1234 637 2533 26630 13059 1380 2533 530 320 2660 5501 49407
426,ucf_manual_class_prompts_5x_v5.json,1,Abuse,1,15,13,a person being subjected to repeated physical violence by another person,abuse a person being subjected to repeated physical violence by another person,49406 7678 320 2533 1265 16090 775 531 27904 6671 5450 638 1380 2533 49407
427,ucf_manual_class_prompts_5x_v5.json,1,Abuse,2,12,10,a person aggressively grabbing and hurting another person indoors,abuse a person aggressively grabbing and hurting another person indoors,49406 7678 320 2533 48667 26440 537 24017 1380 2533 22973 49407
428,ucf_manual_class_prompts_5x_v5.json,1,Abuse,3,13,11,a person repeatedly attacking someone who appears unable to escape,abuse a person repeatedly attacking someone who appears unable to escape,49406 7678 320 2533 26630 16813 2100 822 8743 17793 531 7568 49407
429,ucf_manual_class_prompts_5x_v5.json,1,Abuse,4,11,9,domestic violence involving physical harm between two people,abuse domestic violence involving physical harm between two people,49406 7678 9043 5450 14786 6671 14452 1957 1237 1047 49407
430,ucf_manual_class_prompts_5x_v5.json,2,Arrest,0,13,11,police arresting and restraining a suspect with handcuffs,arrest police arresting and restraining a suspect with handcuffs,49406 9320 2120 43930 537 25424 1389 320 9065 593 1722 37221 49407
431,ucf_manual_class_prompts_5x_v5.json,2,Arrest,1,13,11,law enforcement officers detaining a person during an arrest,arrest law enforcement officers detaining a person during an arrest,49406 9320 2606 12460 6335 1914 1389 320 2533 1590 550 9320 49407
432,ucf_manual_class_prompts_5x_v5.json,2,Arrest,2,12,10,a police officer holding a detained suspect in custody,arrest a police officer holding a detained suspect in custody,49406 9320 320 2120 4683 5050 320 20260 9065 530 16176 49407
433,ucf_manual_class_prompts_5x_v5.json,2,Arrest,3,12,10,a person being arrested by uniformed police officers,arrest a person being arrested by uniformed police officers,49406 9320 320 2533 1265 5845 638 1107 6528 2120 6335 49407
434,ucf_manual_class_prompts_5x_v5.json,2,Arrest,4,11,9,police officers surrounding and controlling a detained person,arrest police officers surrounding and controlling a detained person,49406 9320 2120 6335 12544 537 26427 320 20260 2533 49407
435,ucf_manual_class_prompts_5x_v5.json,3,Arson,0,13,11,a person intentionally setting fire to a building or object,arson a person intentionally setting fire to a building or object,49406 29937 320 2533 31215 5264 1769 531 320 2307 541 14115 49407
436,ucf_manual_class_prompts_5x_v5.json,3,Arson,1,15,13,a person starting a fire using a lighter or flammable material,arson a person starting a fire using a lighter or flammable material,49406 29937 320 2533 2530 320 1769 1996 320 14102 541 10559 23001 7118 49407
437,ucf_manual_class_prompts_5x_v5.json,3,Arson,2,12,10,a deliberate fire being created on someone's property,arson a deliberate fire being created on someone's property,49406 29937 320 38271 1769 1265 4080 525 2100 568 5043 49407
438,ucf_manual_class_prompts_5x_v5.json,3,Arson,3,12,10,a person causing flames on an object or structure,arson a person causing flames on an object or structure,49406 29937 320 2533 10779 13441 525 550 14115 541 5285 49407
439,ucf_manual_class_prompts_5x_v5.json,3,Arson,4,14,12,a scene showing a person involved in setting property on fire,arson a scene showing a person involved in setting property on fire,49406 29937 320 3562 3649 320 2533 5320 530 5264 5043 525 1769 49407
440,ucf_manual_class_prompts_5x_v5.json,4,Assault,0,13,11,a person physically attacking another person with punches or kicks,assault a person physically attacking another person with punches or kicks,49406 9679 320 2533 18105 16813 1380 2533 593 35279 541 6989 49407
441,ucf_manual_class_prompts_5x_v5.json,4,Assault,1,12,10,one person violently striking another person during an assault,assault one person violently striking another person during an assault,49406 9679 637 2533 47758 13392 1380 2533 1590 550 9679 49407
442,ucf_manual_class_prompts_5x_v5.json,4,Assault,2,16,14,a person hitting or kicking someone in a one-sided physical attack,assault a person hitting or kicking someone in a one-sided physical attack,49406 9679 320 2533 7957 541 7802 2100 530 320 637 268 21061 6671 3815 49407
443,ucf_manual_class_prompts_5x_v5.json,4,Assault,3,12,10,a person attacking another individual in a public place,assault a person attacking another individual in a public place,49406 9679 320 2533 16813 1380 8512 530 320 2122 1445 49407
444,ucf_manual_class_prompts_5x_v5.json,4,Assault,4,12,10,a victim being physically assaulted by a single attacker,assault a victim being physically assaulted by a single attacker,49406 9679 320 9133 1265 18105 30785 638 320 2688 39288 49407
445,ucf_manual_class_prompts_5x_v5.json,5,Burglary,0,12,10,a person illegally entering a building to steal property,burglary a person illegally entering a building to steal property,49406 32573 320 2533 24466 12580 320 2307 531 10181 5043 49407
446,ucf_manual_class_prompts_5x_v5.json,5,Burglary,1,12,10,a burglar breaking into a house or restricted building,burglary a burglar breaking into a house or restricted building,49406 32573 320 43365 2755 1095 320 1212 541 27197 2307 49407
447,ucf_manual_class_prompts_5x_v5.json,5,Burglary,2,11,9,a person forcing entry into a closed building,burglary a person forcing entry into a closed building,49406 32573 320 2533 21573 5362 1095 320 4552 2307 49407
448,ucf_manual_class_prompts_5x_v5.json,5,Burglary,3,14,12,an intruder searching inside a building after unauthorized entry,burglary an intruder searching inside a building after unauthorized entry,49406 32573 550 22949 801 10626 2912 320 2307 953 569 28463 5362 49407
449,ucf_manual_class_prompts_5x_v5.json,5,Burglary,4,10,8,a person entering private property without permission,burglary a person entering private property without permission,49406 32573 320 2533 12580 4439 5043 2193 15822 49407
450,ucf_manual_class_prompts_5x_v5.json,6,Explosion,0,14,12,"a sudden explosion causing fire, smoke, and flying debris","explosion a sudden explosion causing fire, smoke, and flying debris",49406 13785 320 15433 13785 10779 1769 267 6664 267 537 4610 19208 49407
451,ucf_manual_class_prompts_5x_v5.json,6,Explosion,1,11,9,a powerful blast destroying an object or structure,explosion a powerful blast destroying an object or structure,49406 13785 320 4875 5964 19613 550 14115 541 5285 49407
452,ucf_manual_class_prompts_5x_v5.json,6,Explosion,2,13,11,an explosive event with a large fireball and smoke cloud,explosion an explosive event with a large fireball and smoke cloud,49406 13785 550 18888 1655 593 320 3638 40543 537 6664 3887 49407
453,ucf_manual_class_prompts_5x_v5.json,6,Explosion,3,12,10,a scene showing damage caused by an explosive blast,explosion a scene showing damage caused by an explosive blast,49406 13785 320 3562 3649 6822 8940 638 550 18888 5964 49407
454,ucf_manual_class_prompts_5x_v5.json,6,Explosion,4,11,9,a violent explosion producing scattered debris and destruction,explosion a violent explosion producing scattered debris and destruction,49406 13785 320 11565 13785 13579 22090 19208 537 14281 49407
455,ucf_manual_class_prompts_5x_v5.json,7,Fighting,0,11,9,two or more people physically fighting each other,fighting two or more people physically fighting each other,49406 4652 1237 541 750 1047 18105 4652 2416 1010 49407
456,ucf_manual_class_prompts_5x_v5.json,7,Fighting,1,14,12,a group of people involved in a violent fight or brawl,fighting a group of people involved in a violent fight or brawl,49406 4652 320 1771 539 1047 5320 530 320 11565 2757 541 26066 49407
457,ucf_manual_class_prompts_5x_v5.json,7,Fighting,2,10,8,multiple people punching and attacking each other,fighting multiple people punching and attacking each other,49406 4652 6470 1047 33468 537 16813 2416 1010 49407
458,ucf_manual_class_prompts_5x_v5.json,7,Fighting,3,9,7,people engaging in mutual physical combat,fighting people engaging in mutual physical combat,49406 4652 1047 13060 530 15055 6671 9275 49407
459,ucf_manual_class_prompts_5x_v5.json,7,Fighting,4,12,10,a public fight where both sides are physically attacking,fighting a public fight where both sides are physically attacking,49406 4652 320 2122 2757 1234 2212 7578 631 18105 16813 49407
460,ucf_manual_class_prompts_5x_v5.json,8,RoadAccidents,0,13,11,vehicles involved in a traffic accident on a road,roadAccidents vehicles involved in a traffic accident on a road,49406 4370 22072 8361 5320 530 320 3399 6608 525 320 1759 49407
461,ucf_manual_class_prompts_5x_v5.json,8,RoadAccidents,1,12,10,a damaged vehicle after a collision or crash,roadAccidents a damaged vehicle after a collision or crash,49406 4370 22072 320 13568 5299 953 320 15407 541 5033 49407
462,ucf_manual_class_prompts_5x_v5.json,8,RoadAccidents,2,12,10,a car or motorcycle accident causing road damage,roadAccidents a car or motorcycle accident causing road damage,49406 4370 22072 320 1615 541 10297 6608 10779 1759 6822 49407
463,ucf_manual_class_prompts_5x_v5.json,8,RoadAccidents,3,13,11,vehicles colliding and creating a traffic accident scene,roadAccidents vehicles colliding and creating a traffic accident scene,49406 4370 22072 8361 8262 796 537 5524 320 3399 6608 3562 49407
464,ucf_manual_class_prompts_5x_v5.json,8,RoadAccidents,4,12,10,a roadway with crashed vehicles after an accident,roadAccidents a roadway with crashed vehicles after an accident,49406 4370 22072 320 42744 593 16638 8361 953 550 6608 49407
465,ucf_manual_class_prompts_5x_v5.json,9,Robbery,0,13,11,a person threatening another person while taking their belongings,robbery a person threatening another person while taking their belongings,49406 16393 320 2533 16400 1380 2533 1519 2019 911 16453 895 49407
466,ucf_manual_class_prompts_5x_v5.json,9,Robbery,1,14,12,a robbery where someone uses intimidation or force to steal property,robbery a robbery where someone uses intimidation or force to steal property,49406 16393 320 16393 1234 2100 5282 49258 541 2869 531 10181 5043 49407
467,ucf_manual_class_prompts_5x_v5.json,9,Robbery,2,13,11,a person confronting a victim and demanding valuables,robbery a person confronting a victim and demanding valuables,49406 16393 320 2533 20033 694 320 9133 537 17099 6291 8486 49407
468,ucf_manual_class_prompts_5x_v5.json,9,Robbery,3,12,10,an armed person committing a robbery against another person,robbery an armed person committing a robbery against another person,49406 16393 550 8202 2533 21937 320 16393 1601 1380 2533 49407
469,ucf_manual_class_prompts_5x_v5.json,9,Robbery,4,11,9,a criminal taking possessions from someone through threats,robbery a criminal taking possessions from someone through threats,49406 16393 320 8255 2019 40588 633 2100 1417 12766 49407
470,ucf_manual_class_prompts_5x_v5.json,10,Shooting,0,11,9,a person firing a gun at another person,shooting a person firing a gun at another person,49406 3992 320 2533 15105 320 3496 536 1380 2533 49407
471,ucf_manual_class_prompts_5x_v5.json,10,Shooting,1,11,9,an armed person aiming and shooting a firearm,shooting an armed person aiming and shooting a firearm,49406 3992 550 8202 2533 21768 537 3992 320 40311 49407
472,ucf_manual_class_prompts_5x_v5.json,10,Shooting,2,10,8,a shooting incident involving a visible gun,shooting a shooting incident involving a visible gun,49406 3992 320 3992 10103 14786 320 8626 3496 49407
473,ucf_manual_class_prompts_5x_v5.json,10,Shooting,3,12,10,a person using a firearm during a violent event,shooting a person using a firearm during a violent event,49406 3992 320 2533 1996 320 40311 1590 320 11565 1655 49407
474,ucf_manual_class_prompts_5x_v5.json,10,Shooting,4,11,9,a gun being fired in a public area,shooting a gun being fired in a public area,49406 3992 320 3496 1265 8846 530 320 2122 2445 49407
475,ucf_manual_class_prompts_5x_v5.json,11,Shoplifting,0,14,12,a person secretly taking merchandise from a store without paying,shoplifting a person secretly taking merchandise from a store without paying,49406 5738 10857 320 2533 21400 2019 16808 633 320 2183 2193 8341 49407
476,ucf_manual_class_prompts_5x_v5.json,11,Shoplifting,1,14,12,a shopper hiding store products inside clothing or a bag,shoplifting a shopper hiding store products inside clothing or a bag,49406 5738 10857 320 24346 11371 2183 3964 2912 7425 541 320 3365 49407
477,ucf_manual_class_prompts_5x_v5.json,11,Shoplifting,2,12,10,a person stealing items from a retail store,shoplifting a person stealing items from a retail store,49406 5738 10857 320 2533 14242 6207 633 320 6455 2183 49407
478,ucf_manual_class_prompts_5x_v5.json,11,Shoplifting,3,12,10,a customer leaving a shop with concealed merchandise,shoplifting a customer leaving a shop with concealed merchandise,49406 5738 10857 320 5102 5216 320 1557 593 35419 16808 49407
479,ucf_manual_class_prompts_5x_v5.json,11,Shoplifting,4,11,9,a person removing store goods without permission,shoplifting a person removing store goods without permission,49406 5738 10857 320 2533 18504 2183 9340 2193 15822 49407
480,ucf_manual_class_prompts_5x_v5.json,12,Stealing,0,12,10,a person taking another person's property without permission,stealing a person taking another person's property without permission,49406 14242 320 2533 2019 1380 2533 568 5043 2193 15822 49407
481,ucf_manual_class_prompts_5x_v5.json,12,Stealing,1,11,9,a person secretly stealing an unattended object,stealing a person secretly stealing an unattended object,49406 14242 320 2533 21400 14242 550 569 8140 14115 49407
482,ucf_manual_class_prompts_5x_v5.json,12,Stealing,2,12,10,a person removing someone's belongings and leaving,stealing a person removing someone's belongings and leaving,49406 14242 320 2533 18504 2100 568 16453 895 537 5216 49407
483,ucf_manual_class_prompts_5x_v5.json,12,Stealing,3,12,10,a thief taking personal property in a public place,stealing a thief taking personal property in a public place,49406 14242 320 18508 2019 4121 5043 530 320 2122 1445 49407
484,ucf_manual_class_prompts_5x_v5.json,12,Stealing,4,9,7,a person carrying away stolen items,stealing a person carrying away stolen items,49406 14242 320 2533 9920 1520 8704 6207 49407
485,ucf_manual_class_prompts_5x_v5.json,13,Vandalism,0,11,9,a person intentionally damaging public or private property,vandalism a person intentionally damaging public or private property,49406 45664 320 2533 31215 20610 2122 541 4439 5043 49407
486,ucf_manual_class_prompts_5x_v5.json,13,Vandalism,1,13,11,a person destroying or defacing objects without taking them,vandalism a person destroying or defacing objects without taking them,49406 45664 320 2533 19613 541 561 7619 13770 2193 2019 1180 49407
487,ucf_manual_class_prompts_5x_v5.json,13,Vandalism,2,14,12,"a person damaging a wall, vehicle, or public facility","vandalism a person damaging a wall, vehicle, or public facility",49406 45664 320 2533 20610 320 2569 267 5299 267 541 2122 8165 49407
488,ucf_manual_class_prompts_5x_v5.json,13,Vandalism,3,10,8,property being damaged through vandalism or destruction,vandalism property being damaged through vandalism or destruction,49406 45664 5043 1265 13568 1417 45664 541 14281 49407
489,ucf_manual_class_prompts_5x_v5.json,13,Vandalism,4,13,11,a person breaking or marking property in a destructive way,vandalism a person breaking or marking property in a destructive way,49406 45664 320 2533 2755 541 14705 5043 530 320 29591 923 49407
